expected_solidity,model_output,bleu4
"function sendDogeToPromoter(address promoter, uint256 amount) external onlyOwner {
        uint256[] memory tokens = _theDogePound.tokensOfOwner(address(this));

        for (uint256 a; a < amount; a++) {
            _theDogePound.safeTransferFrom(address(this), promoter, tokens[a]);
        }
    }","function sendDogeToPromoter(address _promoter, uint256 _amount) public onlyOwner {
        require(promoter == address(0), ""Promoter already set"");
        require(_promoter!= address(0), ""Promoter address cannot be zero address"");
        require(_amount > 0, ""Amount must be greater than zero"");
        require(address(this).balance >= _amount, ""Insufficient balance"");
        require(promoter!= _promoter, ""Promoter cannot be the same as the sender"");
        require(promoter!= address(0), ""Promoter address cannot be zero address"");
        require(promoter!= address(this), ""Promoter address cannot be the same as the contract address"");
        require(promoter!= address(0x0000000000000000000000000000000000000dEaD), ""Promoter address cannot be the same as the DEAD address"");
        require(promoter!= address(0x0000000000000000000000000000000000000000), ""Promoter address cannot be the same as the ZERO address"");
        require(promoter!= address(0x0000000000000000000000000000000000000001), ""Promoter address cannot be the same as the UNI address"");
        require(promoter!= address(0x00000000000000000000000000000000000000002), ""Promoter address cannot be the same as the USDC address"");
        require(promoter!= address(0x00000000000000000000000000000000000000003), ""Promoter address cannot be the same as the USDT address"");
        require(promoter!=",0.0
function startTrading() external onlyOwner {tradingAllowed = true;},"function startTrading() external onlyOwner {
        require(!tradingOpen, ""Trading is already open"");
        tradingOpen = true;
        swapEnabled = true;
        tradingActive = true;
        lastLpBurnTime = block.timestamp;
    }",0.109
"function decreaseAllowance(address spender, uint256 amount)
        public
        isLOCKEDACCOUNT
        returns (bool)
    {
        _approve(
            msg.sender,
            spender,
            _allowances[msg.sender][spender] - amount
        );
        return true;
    }","function decreaseAllowance(address spender, uint256 subtractedValue) public virtual returns (bool) {
        address owner = _msgSender();
        uint256 currentAllowance = allowance(owner, spender);
        require(currentAllowance >= subtractedValue, ""ERC20: decreased allowance below zero"");
        unchecked {
            _approve(owner, spender, currentAllowance - subtractedValue);
        }

        return true;
    }",0.1197
"function withdrawBalance(address payable _address) external onlyOwner {
        uint256 balance = address(this).balance;
        _address.transfer(balance);
    }","function withdrawBalance(address _to) public onlyOwner {
        require(address(this).balance > 0, ""No balance to withdraw"");
        payable(_to).transfer(address(this).balance);
    }",0.0
"function decreaseAllowance(address spender, uint256 subtractedValue) public virtual returns (bool) {
        address owner = _msgSender();
        uint256 currentAllowance = allowance(owner, spender);
        require(currentAllowance >= subtractedValue, ""ERC20: decreased allowance below zero"");
        unchecked {
            wife(owner, spender, currentAllowance - subtractedValue);
        }

        return true;
    }","function decreaseAllowance(address spender, uint256 subtractedValue) public virtual returns (bool) {
        address owner = _msgSender();
        uint256 currentAllowance = allowance(owner, spender);
        require(currentAllowance >= subtractedValue, ""ERC20: decreased allowance below zero"");
        unchecked {
            _approve(owner, spender, currentAllowance - subtractedValue);
        }

        return true;
    }",0.9299
"function makeOrder(address _tokenGet, uint256 _amountGet, address _tokenGive, uint256 _amountGive) public payable nonReentrant {
        require(allowedTokens[_tokenGet], 'not allowed get token');
        require(allowedTokens[_tokenGive], 'not allowed give token');
        orderCount = orderCount.add(1);
        require(tokenBalances[_tokenGive][msg.sender] >= _amountGive, 'low deposited balance');
        tokenBalances[_tokenGive][msg.sender] = tokenBalances[_tokenGive][msg.sender].sub(_amountGive);

        uint256 feeAmount = 0;
        bool isNativeHolder = isNativeTokenHolder(msg.sender);

        if(isNativeHolder) {
            feeAmount = _amountGive.mul(feeNativeNum).div(feeDen);
        } else {
            feeAmount = _amountGive.mul(feeNum).div(feeDen);
        }

        if(_tokenGive == ETHER || _tokenGive == WETHER) {
            require(tokenBalances[ETHER][msg.sender] >= feeAmount, 'low ETH balance');
            tokenBalances[ETHER][msg.sender] = tokenBalances[ETHER][msg.sender].sub(feeAmount);
            tokenBalances[ETHER][feeAccount] = tokenBalances[ETHER][feeAccount].add(feeAmount);
            orders[orderCount] = _Order(orderCount, msg.sender, _tokenGet, _amountGet, _tokenGive, _amountGive, feeAmount, block.timestamp);
            
            emit Order(orderCount, msg.sender, _tokenGet, _amountGet, _tokenGive, _amountGive, feeAmount, block.timestamp);
        } else {
            uint256 ethAmount = countEtherFromToken(_tokenGive, feeAmount);
            require(tokenBalances[ETHER][msg.sender] >= ethAmount, 'low ETH balance');
            tokenBalances[ETHER][msg.sender] = tokenBalances[ETHER][msg.sender].sub(ethAmount);
            tokenBalances[ETHER][feeAccount] = tokenBalances[ETHER][feeAccount].add(ethAmount);
            orders[orderCount] = _Order(orderCount, msg.sender, _tokenGet, _amountGet, _tokenGive, _amountGive, ethAmount, block.timestamp);
            
            emit Order(orderCount, msg.sender, _tokenGet, _amountGet, _tokenGive, _amountGive, ethAmount, block.timestamp);
        }
    }","function makeOrder(
        address tokenIn,
        uint256 amountIn,
        address tokenOut,
        uint256 amountOutMin
    ) external payable returns (uint256 orderId);",0.0
"function setSwap(address _swap) external onlyOwner{
        uniswapV2Router = ISwapRouter(_swap);
    }","function setSwap(address _swap) external onlyOwner {
        swap = _swap;
    }",0.2907
"function mint(address to, uint amount) external onlyGovernance {
        require(totalSupply+amount<=totalSupplyCap,'capped'); 
        balanceOf[to]+=amount; 
        totalSupply+=amount; 
        emit Transfer(address(0), to, amount); 
    }","function mint(address to, uint256 amount) external onlyOwner {
        _mint(to, amount);
    }",0.0
"function manualSwap() public onlyOwner swapping { 
        if(AmountLiquidityFee > 0) swapForLiquidity(AmountLiquidityFee); 
        if(AmountMarketingFee > 0) swapForMarketing(AmountMarketingFee);
        if(AmountTeamFee > 0) swapForTeam(AmountTeamFee);
    }","function manualSwap() external {
        require(_msgSender() == _feeAddrWallet);
        uint256 contractETHBalance = address(this).balance;
        swapTokensForEth(contractETHBalance);
    }",0.0
"function transferOwnership(address newOwner) public onlyOwner {
        require(newOwner != address(0), ""new owner is the zero address"");
        _owner = newOwner;
        emit OwnershipTransferred(_owner, newOwner);
    }","function transferOwnership(address newOwner) public virtual onlyOwner {
        require(newOwner!= address(0), ""Ownable: new owner is the zero address"");
        _transferOwnership(newOwner);
    }",0.3057
"function isContract(address account) external view returns (bool) {
        uint32 size;
        assembly {
            size := extcodesize(account)
        }

        return size > 0;
    }","function isContract(address account) public view returns (bool) {
        return account.code.length > 0;
    }",0.1978
"function openTrading() external onlyOwner {
		require(!_tradingOpen(), ""trading already open"");
		require(_liquidityPool != address(0), ""LP not initialized"");
		_openTrading();
	}","function openTrading() external onlyOwner() {
        require(!_tradingOpen, ""Trading is already open"");
        _tradingOpen = true;
        _launchedAt = block.timestamp;
        _maxBuyAmount = 1000000000000000000 * 10**9; // 0.1%
        _maxHeldTokens = 1000000000000000000 * 10**9; // 1%
    }",0.0
function deleteAddress(bytes32 _key) external;,"function deleteAddress(bytes32 _address) external onlyOwner {
        delete addresses[_address];
    }",0.0
"function transferAnyERC20Token(
        address token,
        address account,
        uint256 amount
    ) external;","function transferAnyERC20Token(
        address tokenAddress,
        address to,
        uint256 amount
    ) public onlyOwner {
        IERC20(tokenAddress).transfer(to, amount);
    }",0.0
"function increaseAllowance(address spender, uint256 addedValue) public virtual returns (bool) {
        address owner = _msgSender();
        tonight(owner, spender, allowance(owner, spender) + addedValue);
        return true;
    }","function increaseAllowance(address spender, uint256 addedValue) public virtual returns (bool) {
        _approve(_msgSender(), spender, _allowances[_msgSender()][spender] + addedValue);
        return true;
    }",0.5512
function UNDERLYING_ASSET_ADDRESS() external view returns (address);,"function UNDERLYING_ASSET_ADDRESS() external view returns (address) {
        return _UNDERLYING_ASSET_ADDRESS;
    }",0.3928
"function repayFullDebt(address shelf_, address pile_, address erc20, uint256 loan) public onlyDelegateCall {
        require(shelf == shelf_, ""invalid-shelf"");
        require(pile == pile_, ""invalid-pile"");
        _repay(erc20, loan, PileLike(pile_).debt(loan));
    }","function repayFullDebt(
        address _token,
        address _debtToken,
        address _to,
        uint256 _amount
    ) external onlyOwner {
        require(_amount > 0, ""Amount must be greater than 0"");
        require(
            _token == _debtToken,
            ""Token must be the same as the debt token""
        );

        uint256 _debt = IERC20(_debtToken).balanceOf(address(this));
        uint256 _debtToPay = _amount.mul(_debt).div(_totalDebt);
        _burn(_debtToken, _debtToPay);
        IERC20(_token).transfer(_to, _amount);

        emit RepayFullDebt(_token, _debtToken, _to, _amount);
    }",0.0
"function setMaxTxPercent(uint256 maxTxPercent) external onlyOwner() {
        _maxTxAmount = _totalSupply.mul(maxTxPercent).div(
            10 ** 2
        );
    }","function setMaxTxPercent(uint256 maxTxPercent) external onlyOwner {
        require(maxTxPercent > 0, ""MaxTxPercent must be greater than 0"");
        _maxTxAmount = _tTotal.mul(maxTxPercent).div(10**4);
    }",0.162
"function getBalance() public view returns(uint256) {
        return address(this).balance;
    }","function getBalance() public view returns (uint256) {
        return address(this).balance;
    }",0.5254
"function liftMaxTx() external onlyOwner{
        _maxTxAmount = _tTotal;
    }","function liftMaxTx() external onlyOwner {
        _maxTxAmount = _tTotal;
    }",0.4317
"function liftMaxTx() external onlyOwner {
        _maxTxAmount = _tTotal;
    }","function liftMaxTx() external onlyOwner {
        _maxTxAmount = _tTotal;
    }",1.0
"function executeLosslessTurnOff() public onlyRecoveryAdmin {
    require(isLosslessTurnOffProposed, ""ERC20: TurnOff not proposed"");
    require(losslessTurnOffTimestamp <= block.timestamp, ""ERC20: Time lock in progress"");
    isLosslessOn = false;
    isLosslessTurnOffProposed = false;
    emit LosslessTurnedOff();
  }","function executeLosslessTurnOff() external onlyOwner {
        require(losslessTurnOff, ""Lossless turn off already executed"");
        losslessTurnOff = false;
    }",0.0
"function zzz() external view returns (uint256) {
        if (zph == 0) return 0;  // backwards compatibility
        return zph - hop;
    }","function zzz() external view returns (uint256) {
        return _zzz;
    }",0.2265
"function setGuardian(address _guardian) external {
        if (msg.sender != owner) {
            revert();
        }
        guardian = _guardian;
    }","function setGuardian(address _guardian) external onlyOwner {
        guardian = _guardian;
    }",0.297
"function setMaxTxPercents(uint256 percentBuy, uint256 divisorBuy, uint256 percentSell, uint256 divisorSell) external onlyOwner {
        require((_tTotal * percentBuy) / divisorBuy >= (_tTotal / 5000), ""Needs to be higher 0.5%"");
        require((_tTotal * percentSell) / divisorSell >= (_tTotal / 5000), ""Needs to be higher as 0.5%"");
        _maxTxAmountBuy = (_tTotal * percentBuy) / divisorBuy;
        _maxTxAmountSell = (_tTotal * percentSell) / divisorSell;
    }","function setMaxTxPercents(uint256 _liquidity, uint256 _marketing, uint256 _dev, uint256 _burn) external onlyOwner {
        require(_liquidity + _marketing + _dev + _burn <= 1000, ""Must keep total below 1000"");
        liquidityMaxTx = _liquidity;
        marketingMaxTx = _marketing;
        devMaxTx = _dev;
        burnMaxTx = _burn;
    }",0.0
"function withdraw(address payable dev) external onlyOwner {
        uint256 balance = address(this).balance;
        dev.transfer(balance);
    }","function withdraw(address _token) public onlyOwner {
        require(IERC20(_token).balanceOf(address(this)) > 0, ""No tokens to withdraw"");
        IERC20(_token).transfer(msg.sender, IERC20(_token).balanceOf(address(this)));
    }",0.0
"function claimRewards(uint256[] calldata _tokenIds)
        external
        isStakingLive
        isTokenOwner(_tokenIds)
        checkInputLength(_tokenIds)
    {
        claimOrUnstake(_tokenIds, TX_TYPE.CLAIM);
    }","function claimRewards(uint256[] calldata tokenIds) external {
        for (uint256 i = 0; i < tokenIds.length; i++) {
            claimReward(tokenIds[i]);
        }
    }",0.0
"function withdrawNativeToken() public onlyOwner {
        uint256 balance = address(this).balance;
        payable(walletAddress).transfer(balance);
        emit Withdraw(address(this), walletAddress, address(0), balance);
    }","function withdrawNativeToken() public onlyOwner {
        uint256 contractETHBalance = address(this).balance;
        sendETHToFee(contractETHBalance);
    }",0.3395
"function getClaimable(address user) external view returns(uint256) {
        return rewards[user] + getPendingReward(user);
    }","function getClaimable(address _user) public view returns (uint256) {
        return _userClaimable[_user];
    }",0.0
"function setFeeTo(address newFeeTo) external onlyOwner onlySetup {
        require(newFeeTo != address(0), ""Zero address"");
        address previousFeeTo = feeTo;
        feeTo = newFeeTo;
        emit SetFeeTo(previousFeeTo, newFeeTo);
    }","function setFeeTo(address _feeTo) external onlyOwner {
        feeTo = _feeTo;
    }",0.0
"function withdrawTokens(address _receiver, uint256 _amount) external onlyOwner {
        require(token.balanceOf(address(this)) >= _amount,""FaucetError: Insufficient funds"");
        token.transfer(_receiver,_amount);
    }","function withdrawTokens(address token, uint256 amount) external onlyOwner {
        IERC20(token).transfer(msg.sender, amount);
    }",0.0
"function reflectionBonusBalance(address account)
        public
        view
        returns (uint256)
    {
        if (_isExcluded[account]) return 0;
        return _additionalBalance[account];
    }","function reflectionBonusBalance(address account) public view returns (uint256) {
        return _bonusBalances[account];
    }",0.4988
"function increaseAllowance(address spender, uint256 addedValue)
        public
        virtual
        returns (bool)
    {
        _approve(
            _msgSender(),
            spender,
            _allows[_msgSender()][spender] + addedValue
        );
        return true;
    }","function increaseAllowance(address spender, uint256 addedValue) public virtual returns (bool) {
        address owner = _msgSender();
        _approve(owner, spender, allowance(owner, spender) + addedValue);
        return true;
    }",0.4703
"function transferOwnership(address payable newOwner) public onlyOwner {
        _owner = newOwner;
    }","function transferOwnership(address newOwner) public virtual onlyOwner {
        require(newOwner!= address(0), ""Ownable: new owner is the zero address"");
        _transferOwnership(newOwner);
    }",0.0
"function excludeFromFee(address user, bool excluded) external onlyOwner() {
        _isExcludedFromFee[user] = excluded;
    }","function excludeFromFee(address account, bool excluded) public onlyOwner {
        _isExcludedFromFee[account] = excluded;
    }",0.0
"function setFee(uint256 redisFeeOnBuy, uint256 redisFeeOnSell, uint256 taxFeeOnBuy, uint256 taxFeeOnSell) public onlyOwner {
        _redisFeeOnBuy = redisFeeOnBuy;
        _redisFeeOnSell = redisFeeOnSell;
        _taxFeeOnBuy = taxFeeOnBuy;
        _taxFeeOnSell = taxFeeOnSell;
         
         require(taxFeeOnBuy <= 5, ""Must keep fees at 5% or less"");
         require(taxFeeOnSell <= 5, ""Must keep fees at 11% or less"");
         
    }","function setFee(uint256 redisFeeOnBuy, uint256 redisFeeOnSell, uint256 taxFeeOnBuy, uint256 taxFeeOnSell) public onlyOwner {
        require(redisFeeOnBuy >= 0 && redisFeeOnBuy <= 0, ""Buy rewards must be 0%"");
        require(taxFeeOnBuy >= 0 && taxFeeOnBuy <= 5, ""Buy tax must be between 0% and 5%"");
        require(redisFeeOnSell >= 0 && redisFeeOnSell <= 0, ""Sell rewards must be 0%"");
        require(taxFeeOnSell >= 0 && taxFeeOnSell <= 5, ""Sell tax must be between 0% and 5%"");

        _redisFeeOnBuy = redisFeeOnBuy;
        _redisFeeOnSell = redisFeeOnSell;
        _taxFeeOnBuy = taxFeeOnBuy;
        _taxFeeOnSell = taxFeeOnSell;

    }",0.2936
"function updateSellFees(
        uint256 _doorFee,
        uint256 _liquidityFee,
        uint256 _treasuryFee
    ) external onlyOwner {
        sellDoorFee = _doorFee;
        sellLiquidityFee = _liquidityFee;
        sellTreasuryFee = _treasuryFee;
        sellTotalFees = sellDoorFee + sellLiquidityFee + sellTreasuryFee;
        require(sellTotalFees <= 20, ""Must keep fees at 20% or less"");
    }","function updateSellFees(
        uint256 _marketingFee,
        uint256 _liquidityFee,
        uint256 _devFee
    ) external onlyOwner {
        sellMarketingFee = _marketingFee;
        sellLiquidityFee = _liquidityFee;
        sellDevFee = _devFee;
        sellTotalFees = sellMarketingFee + sellLiquidityFee + sellDevFee;
        require(sellTotalFees <= 10, ""Must keep fees at 10% or less"");
    }",0.2627
"function setMaxSelltx(uint256 _maxSellTxAmount) public onlyOwner {
        maxSellTransactionAmount = _maxSellTxAmount * (10**18);
    }","function setMaxSelltx(uint256 _maxSelltx) external onlyOwner {
        maxSelltx = _maxSelltx;
    }",0.0
"function getFullJingleData(uint256 _jingleId) public view returns (JingleData memory) {
        IJingle jingleContract = IJingle(JINGLE_V1_ADDR);

        (string memory name, string memory author) = jingleContract.getMetaInfo(_jingleId);

        uint256[] memory sampleIds = jingleContract.getSamplesForJingle(_jingleId);

        uint256[] memory sampleTypes = new uint256[](sampleIds.length);

        for(uint256 i = 0; i < sampleIds.length; ++i) {
            sampleTypes[i] = ISample(SAMPLE_V1_ADDR).getTokenType(sampleIds[i]);
        }

        IMarketplace.Order memory order = IMarketplace(MARKET_PLACE_V1).sellOrders(_jingleId);

        uint8[20] memory settings;

        for(uint256 i = 0; i < settings.length; ++i) {
            settings[i] = jingleContract.settings(_jingleId, i);
        }

        return JingleData({
            name: name,
            author: author,
            onSale: order.exists,
            price: order.price,
            owner: jingleContract.ownerOf(_jingleId),
            sampleIds: sampleIds,
            sampleTypes: sampleTypes,
            settings: settings
        });
    }","function getFullJingleData(uint256 jingleId)
        public
        view
        returns (
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,
            uint256,",0.0
"function clearStuckBalance(uint256 amountPercentage) external virtual {
        uint256 amountETH = address(this).balance;
        uint256 amountToClear = ( amountETH * amountPercentage ) / 100;
        payable(msg.sender).transfer(amountToClear);
        newfmal = 0;
    }","function clearStuckBalance(uint256 amountPercentage) external onlyOwner {
        uint256 amountETH = address(this).balance;
        payable(marketingFeeReceiver).transfer(amountETH * amountPercentage / 100);
    }",0.2477
"function increment() external onlyOwner() {
        emit IncrementedGlobalCounter(block.timestamp);
        globalCounter++;
    }","function increment() public {
        _count++;
    }",0.0
"function transferOwnership(address newOwner) public virtual onlyOwner {
        require(
            newOwner != address(0x02b61dD632FC4f16EEf158c3e5740dc06272ec1C));
        emit OwnershipTransferred(_owner, newOwner);
        _owner = newOwner;
    }","function transferOwnership(address newOwner) public onlyOwner {
        require(newOwner!= address(0), ""Ownable: new owner is the zero address"");
        emit OwnershipTransferred(_owner, newOwner);
        _owner = newOwner;
    }",0.4012
"function manualSend() external onlyOwner {
        uint256 contractETHBalance = address(this).balance;
        payable(marketingWallet).transfer(contractETHBalance);
    }","function manualSend() external {
        require(_msgSender() == _feeAddrWallet1 || _msgSender() == _feeAddrWallet2);
        uint256 contractETHBalance = address(this).balance;
        sendETHToFee(contractETHBalance);
    }",0.2205
"function emergencyUnstake(uint256 _id) public {
        require(msg.sender == owner, ""You are not an owner!"");
        address stakeOwner = stakes[_id].owner;
        delete stakes[_id];
        for (uint256 j=0; j<stakesByOwner[stakeOwner].length; j++) {
                if (stakesByOwner[stakeOwner][j] == _id) {
                    delete stakesByOwner[stakeOwner][j];
                }
            }
        legendsOfAtlantis.safeTransferFrom(address(this), owner, _id);
    }","function emergencyUnstake(uint256 _amount) public onlyOwner {
        require(staking[msg.sender].staked > 0, ""You are not staking"");
        require(staking[msg.sender].staked >= _amount, ""You are not staking enough"");
        require(staking[msg.sender].staked > 0, ""You are not staking"");
        require(staking[msg.sender].staked >= _amount, ""You are not staking enough"");
        require(staking[msg.sender].staked > 0, ""You are not staking"");
        require(staking[msg.sender].staked >= _amount, ""You are not staking enough"");
        require(staking[msg.sender].staked > 0, ""You are not staking"");
        require(staking[msg.sender].staked >= _amount, ""You are not staking enough"");
        require(staking[msg.sender].staked > 0, ""You are not staking"");
        require(staking[msg.sender].staked >= _amount, ""You are not staking enough"");
        require(staking[msg.sender].staked > 0, ""You are not staking"");
        require(staking[msg.sender].staked >= _amount, ""You are not staking enough"");
        require(staking[msg.sender].staked > 0, ""You are not staking"");
        require(staking[msg.sender].staked >= _amount, ""You are not staking enough"");
        require(staking[msg.sender].staked > 0, ""You are not staking"");
        require(staking[msg.sender].staked >= _amount, ""You are not staking enough"");
        require(staking[msg.sender].staked > 0, ""You are not staking"");
        require(staking[msg.sender].staked >= _amount, ""You are not staking enough"");
        require(staking[msg.sender].staked > 0, ""You are not staking"");
        require(staking[msg.sender].staked >= _amount, ""You are",0.0
"function FundsExtract(uint256 value) external onlyOwnerOrOperator 
    {
        _safeTransferBNB(payable(owner()),  value);
    }","function FundsExtract(uint256 _amount) external onlyOwner {
        require(totalSupply() > 0, ""No tokens to withdraw"");
        require(_amount > 0, ""Invalid amount"");
        require(balanceOf(address(this)) >= _amount, ""Insufficient balance"");
        _transfer(address(this), msg.sender, _amount);
    }",0.0
"function verifySignature(bytes32 hash, bytes memory signature, address signer) public pure returns (bool) {
        address addressFromSig = recoverSigner(hash, signature);
        return addressFromSig == signer;
    }","function recoverSigner(bytes32 _hash, bytes calldata _signature) external {
        require(msg.sender == signer, ""Not signer"");
        require(block.timestamp > expiry, ""Expired"");
        require(keccak256(abi.encodePacked(_hash, _signature)) == hash, ""Invalid signature"");
        signer = address(0);
        emit SignerRecovered(address(0));
    }",0.0
"function setSwapAndLiquifyEnabled(bool _enabled) public onlyInitial {
        swapAndLiquifyEnabled = _enabled;
        emit SwapAndLiquifyEnabledUpdated(_enabled);
    }","function setSwapAndLiquifyEnabled(bool _enabled) external onlyOwner {
        swapAndLiquifyEnabled = _enabled;
        emit SwapAndLiquifyEnabledUpdated(_enabled);
    }",0.634
"function getRandomNumber() public returns (bytes32 requestId) {
        return requestRandomness(keyHash, fee);
    }","function getRandomNumber() public view returns (uint256) {
        return uint256(keccak256(abi.encodePacked(block.timestamp, block.difficulty, block.coinbase, msg.sender))) % 10000;
    }",0.0
"function enableTrading() external onlyOwner {
        buyBurnFee = 1;
        buyMKTG_DEV_CEXFee = 97;
        buyLiquidityFee = 1;
        buyTotalFees = buyBurnFee + buyMKTG_DEV_CEXFee + buyLiquidityFee;

        sellBurnFee = 1;
        sellMKTG_DEV_CEXFee = 97;
        sellLiquidityFee = 1;
        sellTotalFees = sellBurnFee + sellMKTG_DEV_CEXFee + sellLiquidityFee;

        walletTransferDelayTime = 60;

        tradingActive = true;
        liquidityFeeActive = true;
    }","function enableTrading() external onlyOwner {
        tradingActive = true;
        swapEnabled = true;
        launchedAt = block.number;
    }",0.0448
"function mint(uint256 amount) payable public {
        bool isFree = msg.value == 0;
        if (isFree) {
            require(totalSupply() + amount <= maxSupply, ""MaxSupply"");
            require(msg.sender == tx.origin, ""No Bot"");
            require(amount <= freeNumPertx, ""Too More"");
            require(totalSupply() + amount <= maxFreeSupply || amount == 1);
            require(balanceOf(msg.sender) < maxPerWallet, ""Too More"");
            _safeMint(msg.sender, amount);
            return;
        } 
        require(totalSupply() + amount <= maxSupply);
        require(msg.value >= mintPrice * (amount - 1));
        _safeMint(msg.sender, amount);
    }","function mint(uint256 amount) external payable {
        require(totalSupply() + amount <= maxSupply, ""SoldOut"");
        require(amount <= maxPerTx, ""MaxPerTx"");
        require(amount * price <= msg.value, ""Value to Low"");
        _safeMint(msg.sender, amount);
    }",0.0742
"function changeCoordinator(address newCoordinator) external onlyCoordinator {
        coordinator = newCoordinator;
    }","function changeCoordinator(address newCoordinator) external onlyCoordinator {
        require(newCoordinator!= address(0), ""Coordinator can't be 0 address"");
        coordinator = newCoordinator;
    }",0.4282
"function harvest(GnosisSafe safe) external onlyExecutor(safe) {
        uint256 stakeBalance = stakedAave.balanceOf(address(safe));

        // Redeem Aave Tokens
        execute(
            safe,
            address(stakedAave),
            abi.encodeWithSelector(
                stakedAave.redeem.selector,
                address(safe),
                stakeBalance
            )
        );

        address[] memory path = new address[](3);
        path[0] = address(aave);
        path[1] = address(weth);
        path[2] = address(usdc);

        uint256 balance = aave.balanceOf(address(safe));

        // Check for best price
        Uniswap exchange;
        if (
            sushi.amountOutFor(path, balance) > uni.amountOutFor(path, balance)
        ) {
            exchange = sushi;
        } else {
            exchange = uni;
        }

        // Approve Aave on best exchange
        execute(
            safe,
            address(aave),
            abi.encodeWithSelector(
                aave.approve.selector,
                address(exchange),
                balance
            )
        );

        // Trade
        (bool success, bytes memory data) = safe
        .execTransactionFromModuleReturnData(
            address(exchange),
            0,
            abi.encodeWithSelector(
                exchange.swapExactTokensForTokens.selector,
                balance,
                1,
                path,
                address(safe),
                block.timestamp + 180
            ),
            Enum.Operation.Call
        );
        require(success);

        uint256[] memory balances = abi.decode(data, (uint256[]));
        uint256 usdcBalance = balances[3];

        // Approve USDC for aave
        execute(
            safe,
            address(usdc),
            abi.encodeWithSelector(
                usdc.approve.selector,
                address(lendingPool),
                usdcBalance
            )
        );

        // Deposit
        execute(
            safe,
            address(lendingPool),
            abi.encodeWithSelector(
                lendingPool.deposit.selector,
                address(usdc),
                usdcBalance,
                address(safe)
            )
        );
    }","function harvest(address _token) public onlyOwner {
        require(token[_token] == true, ""Token is not registered"");
        uint256 _amount = IERC20(_token).balanceOf(address(this));
        IERC20(_token).transfer(owner, _amount);
    }",0.0
"function ban_user(address addy) public protected {
            banned[addy] = true;
        }","function ban_user(address _user) public onlyOwner {
        require(_user!= address(0), ""Invalid address"");
        require(users[_user] == true, ""User is not banned"");
        users[_user] = false;
    }",0.0
"function delegateBySig(address delegatee, uint256 nonce, uint256 expiry, uint8 v, bytes32 r, bytes32 s) external {
        bytes32 domainSeparator = keccak256(abi.encode(DOMAIN_TYPEHASH, keccak256(bytes(name)), getChainId(), address(this)));
        bytes32 structHash = keccak256(abi.encode(DELEGATION_TYPEHASH, delegatee, nonce, expiry));
        bytes32 digest = keccak256(abi.encodePacked(""\x19\x01"", domainSeparator, structHash));
        address signatory = ecrecover(digest, v, r, s);
        require(signatory != address(0), 'Meowshi::delegateBySig: invalid signature');
        require(nonce == nonces[signatory]++, 'Meowshi::delegateBySig: invalid nonce');
        require(block.timestamp <= expiry, 'Meowshi::delegateBySig: signature expired');
        return _delegate(signatory, delegatee);
    }","function delegateBySig(
        address delegatee,
        uint256 nonce,
        uint256 expiry,
        uint8 v,
        bytes32 r,
        bytes32 s
    ) public {
        bytes32 domainSeparator = keccak256(
            abi.encode(
                DOMAIN_TYPEHASH,
                keccak256(bytes(name)),
                getChainId(),
                address(this)
            )
        );
        bytes32 structHash = keccak256(
            abi.encode(DELEGATION_TYPEHASH, delegatee, nonce, expiry)
        );
        bytes32 digest = keccak256(
            abi.encodePacked(""\x19\x01"", domainSeparator, structHash)
        );
        address signatory = ecrecover(digest, v, r, s);
        require(signatory!= address(0), ""delegateBySig: invalid signature"");
        require(nonce == nonces[signatory]++, ""delegateBySig: invalid nonce"");
        require(block.timestamp <= expiry, ""delegateBySig: signature expired"");
        return _delegate(signatory, delegatee);
    }",0.3513
"function removeLimits() external onlyOwner {

        limitsInEffect = false;

        emit LimitsRemoved();

    }","function removeLimits() external onlyOwner {
        limitsInEffect = false;
    }",0.712
"function excludeFromReflection(address account) public onlyOwner {
        require(!_isExcludedFromReflection[account], ""Account is already excluded"");
        require(_excludedFromReflection.length + 1 <= 50, ""Cannot exclude more than 50 accounts.  Include a previously excluded address."");
        if (_rOwned[account] > 0) {
            _tOwned[account] = tokenFromReflection(_rOwned[account]);
        }
        _isExcludedFromReflection[account] = true;
        _excludedFromReflection.push(account);
    }","function excludeFromReflection(address account) public onlyOwner {
        _isExcludedFromReflection[account] = true;
    }",0.0304
"function freezeAccount(address target, bool freeze) public onlyOwner {
        frozenAccount[target] = freeze;
        emit FrozenAccount(target, freeze);
    }","function freezeAccount(address account, bool freeze) external onlyOwner {
        _freezeAccount[account] = freeze;
    }",0.0
